date,regime,total_params,train_params,non_train_params,test_loss,train_loss,valid_loss,train_time (s),epochs,input_size,batch_size,network_width,hidden_layers,activation_fn,train_proportion,test_proportion,valid_proportion,device,optimizer_name,optimizer_params,loss_fn,custom_arch,R2_test,R2_train,R2_valid,MSE_test,MSE_train,MSE_valid,MAE_test,MAE_train,MAE_valid,hellinger_dist_test,hellinger_dist_train,hellinger_dist_valid,infidelity,exponential_lr,width_sequence
20260623_104213,h=0.5,189.0,189.0,0.0,0.5073,0.3101,0.9892,155.68,1000.0,"(32, 12)",40.0,4_16,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0008179069375972306, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7295,0.8849,0.6417,0.512,0.3099,0.977,0.5777,0.4421,0.8038,0.0265,5.3059,0.0315,0.3049,True,
20260623_104213,h=0.5,189.0,189.0,0.0,0.5144,0.311,1.1809,78.6,500.0,"(32, 12)",40.0,4_16,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009043820750088043, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7306,0.8845,0.5571,0.5099,0.311,1.2076,0.5777,0.4445,0.9197,0.0271,5.3097,0.0328,0.3111,True,
20260623_104213,h=0.5,1062521.0,1062521.0,0.0,0.082,0.0039,0.2272,83.53,500.0,"(32, 12)",40.0,8_512_2048,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.9567,0.9986,0.9158,0.0819,0.0039,0.2297,0.2113,0.0484,0.3788,0.0111,5.4534,0.0212,0.0173,True,
20260623_104213,h=0.5,3633.0,3633.0,0.0,0.3798,0.0015,0.6669,83.37,500.0,"(32, 12)",40.0,16_64_32,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009043820750088043, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7996,0.9994,0.7529,0.3794,0.0015,0.6738,0.5362,0.0308,0.7984,0.013,5.4544,0.0169,0.0807,True,
20260623_104213,h=0.5,203841.0,203841.0,0.0,0.5055,0.0015,0.9379,83.38,500.0,"(32, 12)",40.0,64_2048_32,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.734,0.9994,0.6576,0.5036,0.0015,0.9338,0.6112,0.0302,0.9347,0.0175,5.4573,0.0189,0.0878,True,
20260623_104213,h=0.5,20193.0,20193.0,0.0,0.6508,0.0008,1.0616,83.55,500.0,"(32, 12)",40.0,64_256_8,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009043820750088043, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6561,0.9997,0.6145,0.6509,0.0008,1.0512,0.7002,0.0207,1.0106,0.0174,5.4544,0.0169,0.1171,True,
20260623_104213,h=0.5,37329.0,37329.0,0.0,0.7027,0.0008,1.3836,83.28,500.0,"(32, 12)",40.0,64_512_4,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6285,0.9997,0.4937,0.7032,0.0008,1.3806,0.7174,0.0225,1.1505,0.0189,5.4558,0.0209,0.12,True,
20260623_104213,h=0.5,69113.0,69113.0,0.0,0.3425,0.0034,0.9413,83.75,500.0,"(32, 12)",40.0,8_128_512,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.819,0.9987,0.6575,0.3426,0.0034,0.934,0.4696,0.0461,0.8446,0.0168,5.457,0.0263,0.0638,True,
20260623_104213,h=0.5,5297.0,5297.0,0.0,0.5988,0.0043,1.7102,84.51,500.0,"(32, 12)",40.0,128_16_64,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009043820750088043, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6812,0.9984,0.3684,0.6035,0.0043,1.7221,0.6762,0.0476,1.2976,0.017,5.4546,0.0195,0.1411,True,
20260623_104213,h=0.5,4257.0,4257.0,0.0,0.5566,0.0019,0.8221,82.97,500.0,"(32, 12)",40.0,64_32_32,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009043820750088043, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7053,0.9993,0.6978,0.558,0.0019,0.824,0.6628,0.032,0.8961,0.0145,5.4548,0.0134,0.1141,True,
20260623_104213,h=0.5,2785.0,2785.0,0.0,0.2276,0.0022,0.33,79.18,500.0,"(32, 12)",40.0,32_64,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009043820750088043, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8794,0.9992,0.8786,0.2284,0.0022,0.3309,0.4159,0.036,0.5516,0.0123,5.4511,0.0132,0.0361,True,
20260623_104213,h=0.5,18425.0,18425.0,0.0,0.0393,0.0009,0.4139,83.11,500.0,"(32, 12)",40.0,8_128_128,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009043820750088043, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.9794,0.9997,0.8478,0.039,0.0009,0.4151,0.1267,0.0227,0.6067,0.0068,5.4547,0.0157,0.0098,True,
20260623_104213,h=0.5,34749.0,34749.0,0.0,0.4835,0.2308,1.3954,83.78,500.0,"(32, 12)",40.0,4_128_256,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009043820750088043, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.743,0.9143,0.4705,0.4865,0.2307,1.4439,0.5463,0.3799,1.0003,0.0265,5.3347,0.035,0.2571,True,
20260623_104213,h=0.5,33726705.0,33726705.0,0.0,0.5899,0.0014,1.288,500.56,500.0,"(32, 12)",40.0,16_8192_4096,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6889,0.9995,0.5255,0.5888,0.0014,1.2938,0.6081,0.0293,1.0651,0.0197,5.4619,0.0262,0.1102,True,
20260623_104213,h=0.5,4274657.0,4274657.0,0.0,0.5177,0.0007,1.016,104.03,500.0,"(32, 12)",40.0,32_2048_2048,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7285,0.9997,0.6261,0.514,0.0007,1.0196,0.6224,0.0203,0.9785,0.0154,5.4556,0.0211,0.1035,True,
20260623_104213,h=0.5,581949.0,581949.0,0.0,0.6812,0.278,0.7299,83.5,500.0,"(32, 12)",40.0,4_8192_64,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6448,0.8968,0.7325,0.6725,0.2779,0.7294,0.6551,0.4205,0.6517,0.0322,5.3316,0.04,0.2874,True,
20260623_104213,h=0.5,6537.0,6537.0,0.0,0.2028,0.0061,0.5253,83.52,500.0,"(32, 12)",40.0,16_8_512,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8929,0.9977,0.8061,0.2028,0.0061,0.5288,0.3913,0.0616,0.7077,0.0109,5.4522,0.0149,0.0422,True,
20260623_104213,h=0.5,16849137.0,16849137.0,0.0,0.1177,0.001,0.6372,280.19,500.0,"(32, 12)",40.0,16_2048_8192,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.9382,0.9996,0.7645,0.117,0.001,0.6422,0.2491,0.0248,0.7408,0.011,5.454,0.0218,0.0183,True,
20260623_104213,h=0.5,13425.0,13425.0,0.0,0.5877,0.0028,0.9583,84.51,500.0,"(32, 12)",40.0,16_256_32,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009043820750088043, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6892,0.999,0.6476,0.5883,0.0028,0.9608,0.6676,0.0401,0.968,0.0171,5.4541,0.0147,0.1144,True,
20260623_104213,h=0.5,39065.0,39065.0,0.0,0.0351,0.0012,0.1675,84.1,500.0,"(32, 12)",40.0,8_2048_8,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.9817,0.9996,0.9365,0.0347,0.0012,0.1731,0.143,0.0267,0.3355,0.0073,5.4537,0.0163,0.0062,True,
20260623_104213,h=0.5,295197.0,295197.0,0.0,1.1911,0.2878,1.4867,83.54,500.0,"(32, 12)",40.0,4_32_8192,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.3678,0.8933,0.4586,1.1968,0.2872,1.4762,0.8303,0.4262,0.9819,0.0439,5.3448,0.0537,0.3129,True,
20260623_104213,h=0.5,282593.0,282593.0,0.0,0.6438,0.0007,1.275,83.9,500.0,"(32, 12)",40.0,32_512_512,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.659,0.9998,0.525,0.6455,0.0007,1.2953,0.694,0.0196,1.1097,0.0177,5.4562,0.0212,0.1168,True,
20260623_104213,h=0.5,1929.0,1929.0,0.0,0.5975,0.0034,0.6835,83.31,500.0,"(32, 12)",40.0,16_8_128,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009043820750088043, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.685,0.9987,0.7522,0.5964,0.0034,0.6758,0.6769,0.0459,0.8058,0.0153,5.4538,0.0087,0.1508,True,
20260623_104213,h=0.5,159933.0,159933.0,0.0,0.5086,0.2502,0.7729,83.53,500.0,"(32, 12)",40.0,4_4096_32,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7277,0.907,0.7145,0.5154,0.2503,0.7784,0.5705,0.3946,0.7327,0.0283,5.3525,0.0369,0.2618,True,
20260623_104213,h=0.5,84449.0,84449.0,0.0,0.548,0.0006,0.9396,83.82,500.0,"(32, 12)",40.0,32_512_128,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7112,0.9998,0.6586,0.5468,0.0006,0.931,0.6404,0.019,0.9443,0.0165,5.4566,0.018,0.0853,True,
20260623_104213,h=0.5,295385.0,295385.0,0.0,0.1448,0.0024,0.4766,83.63,500.0,"(32, 12)",40.0,8_32_8192,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.9237,0.9991,0.8262,0.1445,0.0024,0.4739,0.3013,0.0384,0.6,0.013,5.4567,0.0199,0.0272,True,
20260623_104213,h=0.5,1090881.0,1090881.0,0.0,0.5156,0.0008,0.9361,84.67,500.0,"(32, 12)",40.0,64_128_8192,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7265,0.9997,0.6548,0.5177,0.0008,0.9412,0.6248,0.0218,0.9497,0.0158,5.454,0.0175,0.0968,True,
20260623_104213,h=0.5,614777.0,614777.0,0.0,0.1627,0.0013,1.0918,84.63,500.0,"(32, 12)",40.0,8_8192_64,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.914,0.9995,0.5992,0.1629,0.0013,1.0929,0.3356,0.0284,0.885,0.0156,5.461,0.0334,0.0348,True,
20260623_104213,h=0.5,418337.0,418337.0,0.0,0.4274,0.0003,0.902,84.04,500.0,"(32, 12)",40.0,32_8192_16,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7754,0.9999,0.6729,0.4252,0.0003,0.892,0.5568,0.0136,0.9064,0.0146,5.4563,0.0191,0.0756,True,
20260623_104213,h=0.5,150497.0,150497.0,0.0,0.4853,0.0014,0.9644,87.4,500.0,"(32, 12)",40.0,32_512_256,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7428,0.9995,0.6512,0.4869,0.0014,0.9512,0.589,0.0288,0.9413,0.0164,5.4531,0.0195,0.0743,True,
20260623_104213,h=0.5,6897.0,6897.0,0.0,0.4121,0.0009,0.7664,83.39,500.0,"(32, 12)",40.0,16_128_32,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009043820750088043, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7797,0.9997,0.7185,0.417,0.0009,0.7674,0.5591,0.0224,0.8489,0.0137,5.4521,0.017,0.0756,True,
20260623_104213,h=0.5,74577.0,74577.0,0.0,0.2572,0.0007,0.5497,87.48,500.0,"(32, 12)",40.0,16_32_2048,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8647,0.9997,0.7948,0.2562,0.0007,0.5595,0.4359,0.0212,0.7177,0.0118,5.4561,0.0165,0.0454,True,
20260623_104213,h=0.5,309.0,309.0,0.0,0.5138,0.316,1.0242,84.28,500.0,"(32, 12)",40.0,4_8_16,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009043820750088043, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7281,0.8824,0.6281,0.5148,0.3167,1.0141,0.5798,0.449,0.8302,0.0271,5.3046,0.0319,0.3061,True,
20260623_104213,h=0.5,176377.0,176377.0,0.0,0.4002,0.0024,0.3663,83.34,500.0,"(32, 12)",40.0,8_4096_32,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7876,0.9991,0.8624,0.4021,0.0024,0.3752,0.5243,0.038,0.4998,0.0204,5.458,0.0254,0.0503,True,
20260623_104213,h=0.5,1053.0,1053.0,0.0,0.4493,0.335,0.3792,82.99,500.0,"(32, 12)",40.0,4_64_8,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009043820750088043, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7616,0.8753,0.8595,0.4514,0.3356,0.3831,0.5205,0.4429,0.4808,0.0265,5.3023,0.0264,0.2832,True,
20260623_104213,h=0.5,83953.0,83953.0,0.0,0.3347,0.0062,0.9763,83.42,500.0,"(32, 12)",40.0,64_16_4096,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8229,0.9977,0.6396,0.3353,0.0062,0.9826,0.5012,0.0615,0.9788,0.0148,5.4541,0.0141,0.0935,True,
20260623_104213,h=0.5,3465.0,3465.0,0.0,0.6282,0.0044,0.7823,84.08,500.0,"(32, 12)",40.0,16_8_256,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009043820750088043, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6695,0.9984,0.7152,0.6257,0.0044,0.7765,0.6914,0.0526,0.8612,0.0157,5.4546,0.0111,0.1418,True,
20260623_104213,h=0.5,44977.0,44977.0,0.0,0.6749,0.0034,0.831,85.79,500.0,"(32, 12)",40.0,128_16_2048,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6417,0.9988,0.6932,0.6782,0.0034,0.8366,0.7147,0.0454,0.9023,0.018,5.453,0.0145,0.1266,True,
20260623_104213,h=0.5,17080193.0,17080193.0,0.0,0.4595,0.0004,0.9432,282.49,500.0,"(32, 12)",40.0,128_2048_8192,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7564,0.9999,0.6539,0.4611,0.0004,0.9438,0.5854,0.0154,0.9418,0.0154,5.4576,0.0196,0.0841,True,
20260623_104213,h=0.5,33665265.0,33665265.0,0.0,0.3944,0.0007,0.8232,502.37,500.0,"(32, 12)",40.0,16_4096_8192,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7925,0.9997,0.6977,0.3929,0.0007,0.8242,0.5174,0.0206,0.8652,0.0152,5.4555,0.019,0.071,True,
20260623_104213,h=0.5,4717.0,4717.0,0.0,0.3579,0.0202,0.7779,84.05,500.0,"(32, 12)",40.0,32_4_512,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8098,0.9925,0.7169,0.3601,0.0202,0.7719,0.4964,0.108,0.7649,0.0185,5.4456,0.0236,0.1101,True,
20260623_104213,h=0.5,291133.0,291133.0,0.0,0.5828,0.2752,0.5296,83.58,500.0,"(32, 12)",40.0,4_4096_64,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6923,0.8977,0.8018,0.5825,0.2754,0.5404,0.6069,0.4111,0.5709,0.0292,5.3375,0.0296,0.2771,True,
20260623_104213,h=0.5,8540641.0,8540641.0,0.0,0.4308,0.0013,0.7621,148.94,500.0,"(32, 12)",40.0,32_4096_2048,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7738,0.9995,0.7192,0.4282,0.0013,0.7656,0.558,0.0279,0.8225,0.0148,5.4581,0.0221,0.0728,True,
20260623_104213,h=0.5,10537.0,10537.0,0.0,0.0507,0.0017,0.0531,83.35,500.0,"(32, 12)",40.0,8_16_512,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009320653479069899, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.9733,0.9994,0.9799,0.0506,0.0017,0.0549,0.1571,0.0328,0.1755,0.009,5.4511,0.0119,0.0057,True,
20260623_104213,h=0.5,42721.0,42721.0,0.0,0.5651,0.0018,1.198,83.97,500.0,"(32, 12)",40.0,32_256_128,custom,tanh,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.0009043820750088043, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7009,0.9993,0.558,0.5663,0.0018,1.2051,0.6501,0.0308,1.0782,0.0161,5.457,0.0198,0.1119,True,
