date,regime,total_params,train_params,non_train_params,test_loss,train_loss,valid_loss,train_time (s),epochs,input_size,batch_size,network_width,hidden_layers,activation_fn,train_proportion,test_proportion,valid_proportion,device,optimizer_name,optimizer_params,loss_fn,custom_arch,R2_test,R2_train,R2_valid,MSE_test,MSE_train,MSE_valid,MAE_test,MAE_train,MAE_valid,hellinger_dist_test,hellinger_dist_train,hellinger_dist_valid,infidelity,exponential_lr,width_sequence,n_hidden_layers
20260627_024254,h=0.5,137265.0,137265.0,0.0,0.4174,0.0162,0.7355,10.22,60.0,"(32, 12)",40.0,4096_16_512,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.779,0.994,0.7267,0.4183,0.0162,0.7452,0.5557,0.0968,0.8333,0.015,5.4199,0.018,0.1112,True,,3
20260627_024254,h=0.5,16241.0,16241.0,0.0,7.0165,6.0689,3.5466,10.17,60.0,"(32, 12)",40.0,512_16_16,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,-2.6892,-1.2579,-0.3455,6.9839,6.0789,3.6688,2.3838,2.1781,1.6313,0.057,3.8733,0.0787,0.613,True,,3
20260627_024254,h=0.5,11393.0,11393.0,0.0,0.8395,0.0056,1.9723,10.08,60.0,"(32, 12)",40.0,128_64_16,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.00099, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.5599,0.9979,0.2767,0.8332,0.0056,1.9722,0.7473,0.0573,1.3671,0.0218,5.4458,0.0242,0.1705,True,,3
20260627_024254,h=0.5,78465.0,78465.0,0.0,0.5734,0.0039,1.4183,10.11,60.0,"(32, 12)",40.0,256_256_32,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.00099, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6975,0.9986,0.4767,0.5726,0.0039,1.427,0.5442,0.0471,1.1382,0.0224,5.4533,0.0244,0.1047,True,,3
20260627_024254,h=0.5,6161.0,6161.0,0.0,0.356,0.0091,0.5669,10.16,60.0,"(32, 12)",40.0,32_16_256,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.00099, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8123,0.9966,0.7933,0.3553,0.0091,0.5637,0.522,0.0746,0.7063,0.0148,5.4505,0.0167,0.073,True,,3
20260627_024254,h=0.5,1320833.0,1320833.0,0.0,0.2687,0.0101,0.8181,10.18,60.0,"(32, 12)",40.0,128_2048_512,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8575,0.9962,0.701,0.2698,0.0101,0.8152,0.4124,0.0778,0.8461,0.0177,5.4402,0.02,0.0676,True,,3
20260627_024254,h=0.5,2113025.0,2113025.0,0.0,0.1952,0.0155,0.6215,10.12,60.0,"(32, 12)",40.0,512_2048_512,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8973,0.9942,0.7677,0.1944,0.0155,0.6333,0.3737,0.0942,0.7683,0.0136,5.4507,0.0146,0.0647,True,,3
20260627_024254,h=0.5,64817.0,64817.0,0.0,0.4285,0.0946,1.4707,10.16,60.0,"(32, 12)",40.0,2048_16_64,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7735,0.9648,0.4692,0.4288,0.0949,1.4474,0.5458,0.2177,1.0815,0.0232,5.3225,0.0328,0.2304,True,,3
20260627_024254,h=0.5,129585.0,129585.0,0.0,0.3232,0.0213,0.7433,10.07,60.0,"(32, 12)",40.0,4096_16_128,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8282,0.9921,0.7263,0.3253,0.0213,0.7462,0.4853,0.1021,0.8198,0.0147,5.3976,0.021,0.1223,True,,3
20260627_024254,h=0.5,22657.0,22657.0,0.0,0.6753,0.0071,1.6273,10.25,60.0,"(32, 12)",40.0,64_64_256,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.00099, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6415,0.9974,0.4157,0.6787,0.0071,1.5933,0.638,0.0629,1.2265,0.0213,5.4536,0.0216,0.1464,True,,3
20260627_024254,h=0.5,2121217.0,2121217.0,0.0,0.3899,0.0049,1.1139,9.68,60.0,"(32, 12)",40.0,512_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7929,0.9982,0.5963,0.3921,0.005,1.1007,0.5107,0.0552,1.0052,0.0155,5.4496,0.0206,0.0741,True,,2
20260627_024254,h=0.5,40705.0,40705.0,0.0,0.8144,0.4296,2.4473,9.53,60.0,"(32, 12)",40.0,512_64,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.5682,0.8407,0.115,0.8174,0.4288,2.4132,0.6849,0.4825,1.1987,0.0374,5.1656,0.0581,0.3532,True,,2
20260627_024254,h=0.5,20129.0,20129.0,0.0,0.2959,0.0068,0.742,10.22,60.0,"(32, 12)",40.0,32_64_256,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.00099, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.845,0.9975,0.7299,0.2935,0.0068,0.7366,0.4612,0.0641,0.8354,0.0132,5.4482,0.0165,0.054,True,,3
20260627_024254,h=0.5,295361.0,295361.0,0.0,9.322,7.7447,4.5869,10.18,60.0,"(32, 12)",40.0,2048_128_16,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,-3.8919,-1.8783,-0.711,9.2609,7.7491,4.6654,2.7995,2.4662,1.8549,0.0558,4.2906,0.079,0.6001,True,,3
20260627_024254,h=0.5,1195905.0,1195905.0,0.0,2.8877,2.1834,2.6292,10.17,60.0,"(32, 12)",40.0,256_4096_32,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,-0.5147,0.1882,0.0036,2.8674,2.1855,2.7169,1.4549,1.1618,1.2918,0.0538,4.6122,0.0783,0.556,True,,3
20260627_024254,h=0.5,7153.0,7153.0,0.0,0.3375,0.013,0.4814,10.15,60.0,"(32, 12)",40.0,64_16_256,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.00099, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8213,0.9952,0.8224,0.3382,0.013,0.4843,0.5059,0.0861,0.6593,0.0131,5.4484,0.0151,0.0683,True,,3
20260627_024254,h=0.5,332481.0,332481.0,0.0,0.3954,0.0251,1.0506,10.12,60.0,"(32, 12)",40.0,4096_64_128,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7925,0.9907,0.618,0.3929,0.0251,1.0417,0.5238,0.1133,0.9815,0.0167,5.3952,0.0205,0.1444,True,,3
20260627_024254,h=0.5,340993.0,340993.0,0.0,9.7602,8.3979,4.971,10.16,60.0,"(32, 12)",40.0,64_4096_16,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,-4.1776,-2.1217,-0.8268,9.8017,8.4044,4.9813,2.8904,2.597,1.9363,0.0571,3.8758,0.079,0.6196,True,,3
20260627_024254,h=0.5,84673.0,84673.0,0.0,0.4045,0.0069,0.7971,10.14,60.0,"(32, 12)",40.0,64_256_256,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.00099, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7875,0.9974,0.707,0.4024,0.0069,0.799,0.5456,0.0639,0.8629,0.0137,5.452,0.0162,0.0837,True,,3
20260627_024254,h=0.5,358593.0,358593.0,0.0,0.3306,0.0086,0.5132,10.13,60.0,"(32, 12)",40.0,4096_64_512,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8234,0.9968,0.8077,0.3344,0.0086,0.5245,0.4857,0.0667,0.6919,0.014,5.4367,0.0173,0.0881,True,,3
20260627_024254,h=0.5,151233.0,151233.0,0.0,0.4279,0.0815,1.4334,10.23,60.0,"(32, 12)",40.0,64_256_512,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7722,0.9697,0.4643,0.4312,0.0814,1.4606,0.5021,0.2174,1.0414,0.0237,5.3283,0.0362,0.1042,True,,3
20260627_024254,h=0.5,341185.0,341185.0,0.0,0.2762,0.0106,0.7085,10.2,60.0,"(32, 12)",40.0,4096_64_256,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8539,0.996,0.74,0.2767,0.0106,0.7089,0.4396,0.076,0.8102,0.0146,5.4335,0.0189,0.0874,True,,3
20260627_024254,h=0.5,4593.0,4593.0,0.0,0.4158,0.0078,0.2735,10.09,60.0,"(32, 12)",40.0,64_16_128,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.00099, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7787,0.9971,0.9018,0.4189,0.0078,0.2676,0.574,0.0687,0.4523,0.0134,5.4462,0.0139,0.0819,True,,3
20260627_024254,h=0.5,17068993.0,17068993.0,0.0,0.7491,0.0247,2.2793,33.85,60.0,"(32, 12)",40.0,64_4096_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6042,0.9908,0.182,0.7493,0.0247,2.2305,0.6825,0.1225,1.3903,0.0262,5.4352,0.0311,0.1975,True,,3
20260627_024254,h=0.5,11425.0,11425.0,0.0,0.4506,0.0054,0.6019,10.26,60.0,"(32, 12)",40.0,32_64_128,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.00099, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7648,0.998,0.7756,0.4453,0.0054,0.6119,0.5461,0.056,0.7466,0.0164,5.4503,0.0158,0.0923,True,,3
20260627_024254,h=0.5,18225.0,18225.0,0.0,10.6785,9.1656,5.4279,10.18,60.0,"(32, 12)",40.0,16_512_16,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,-4.6471,-2.4058,-1.0065,10.6905,9.1691,5.4713,3.0315,2.7298,2.0509,0.057,3.8763,0.079,0.6176,True,,3
20260627_024254,h=0.5,12273.0,12273.0,0.0,1.594,0.3313,4.3269,10.19,60.0,"(32, 12)",40.0,64_16_512,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.1592,0.8771,-0.6282,1.5918,0.3309,4.4395,0.98,0.4366,1.823,0.0387,5.1821,0.0566,0.378,True,,3
20260627_024254,h=0.5,51393.0,51393.0,0.0,0.5431,0.0154,1.3598,10.2,60.0,"(32, 12)",40.0,64_256_128,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.00099, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7134,0.9943,0.509,0.5426,0.0155,1.3389,0.5665,0.0936,1.1251,0.02,5.4504,0.0206,0.1263,True,,3
20260627_024254,h=0.5,559937.0,559937.0,0.0,11.896,10.0753,6.2783,10.15,60.0,"(32, 12)",40.0,2048_256_16,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,-5.3035,-2.7438,-1.2493,11.9332,10.079,6.1333,3.216,2.8514,2.1909,0.0567,4.1577,0.079,0.6102,True,,3
20260627_024254,h=0.5,37537.0,37537.0,0.0,1.0418,0.3444,3.4256,10.14,60.0,"(32, 12)",40.0,32_64_512,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.4563,0.8717,-0.225,1.0294,0.3454,3.3403,0.7809,0.4453,1.5011,0.0368,5.2095,0.0567,0.3052,True,,3
20260627_024254,h=0.5,58049.0,58049.0,0.0,0.4218,0.0261,1.0928,10.2,60.0,"(32, 12)",40.0,512_64_256,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7758,0.9903,0.6005,0.4245,0.0261,1.0894,0.5306,0.1175,0.9854,0.0176,5.3629,0.0251,0.1038,True,,3
20260627_024254,h=0.5,82961.0,82961.0,0.0,1.6356,0.4633,4.4307,10.1,60.0,"(32, 12)",40.0,32_16_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.1323,0.8278,-0.6647,1.6426,0.4637,4.539,0.9445,0.5146,1.7716,0.0437,5.1645,0.062,0.3847,True,,3
20260627_024254,h=0.5,167361.0,167361.0,0.0,0.3604,0.0651,1.1169,10.18,60.0,"(32, 12)",40.0,64_512_256,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8092,0.9757,0.5914,0.3612,0.0653,1.1142,0.464,0.1952,0.9089,0.0205,5.3357,0.031,0.1158,True,,3
20260627_024254,h=0.5,559361.0,559361.0,0.0,0.287,0.0183,0.9832,10.14,60.0,"(32, 12)",40.0,128_128_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.8467,0.9932,0.6478,0.2902,0.0184,0.9604,0.4357,0.1074,0.8993,0.0171,5.4384,0.0246,0.0631,True,,3
20260627_024254,h=0.5,614273.0,614273.0,0.0,0.4111,0.0088,0.8478,10.29,60.0,"(32, 12)",40.0,512_128_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7824,0.9967,0.6857,0.4119,0.0088,0.8569,0.4985,0.0731,0.8629,0.0181,5.4509,0.0221,0.0722,True,,3
20260627_024254,h=0.5,1327105.0,1327105.0,0.0,0.582,0.1975,1.1135,10.22,60.0,"(32, 12)",40.0,256_4096_64,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6979,0.9267,0.5917,0.5719,0.1973,1.1134,0.6088,0.3086,0.9133,0.0291,5.2254,0.0337,0.2947,True,,3
20260627_024254,h=0.5,279489.0,279489.0,0.0,0.7114,0.1147,2.398,9.43,60.0,"(32, 12)",40.0,64_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6267,0.9574,0.097,0.7067,0.1146,2.4623,0.6142,0.2586,1.403,0.0277,5.3998,0.0384,0.1998,True,,2
20260627_024254,h=0.5,101313.0,101313.0,0.0,0.6189,0.2216,2.3374,10.23,60.0,"(32, 12)",40.0,64_512_128,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6746,0.9176,0.1246,0.616,0.2218,2.387,0.6157,0.3483,1.2901,0.0297,5.1797,0.048,0.2929,True,,3
20260627_024254,h=0.5,49345.0,49345.0,0.0,0.4215,0.027,1.2617,10.22,60.0,"(32, 12)",40.0,512_64_128,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7771,0.99,0.5321,0.422,0.027,1.2759,0.5355,0.1213,1.069,0.0182,5.3964,0.0241,0.1406,True,,3
20260627_024254,h=0.5,8543169.0,8543169.0,0.0,0.8213,0.0149,1.3381,18.03,60.0,"(32, 12)",40.0,64_2048_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.5659,0.9945,0.5198,0.8217,0.0149,1.3094,0.7205,0.0977,1.0955,0.0229,5.4418,0.0202,0.1771,True,,3
20260627_024254,h=0.5,8489025.0,8489025.0,0.0,14.3033,12.3413,7.591,17.95,60.0,"(32, 12)",40.0,4096_2048_16,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,-6.5695,-3.5855,-1.8028,14.3298,12.3452,7.6426,3.5527,3.218,2.4666,0.0571,3.879,0.079,0.6186,True,,3
20260627_024254,h=0.5,299457.0,299457.0,0.0,0.4198,0.0358,1.0021,10.18,60.0,"(32, 12)",40.0,64_512_512,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7768,0.9868,0.6435,0.4226,0.0356,0.9721,0.5408,0.1468,0.8932,0.0201,5.3943,0.0246,0.0903,True,,3
20260627_024254,h=0.5,75457.0,75457.0,0.0,0.3854,0.0176,1.0524,10.25,60.0,"(32, 12)",40.0,512_64_512,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.7971,0.9935,0.6053,0.3841,0.0176,1.0762,0.4865,0.0996,0.9503,0.0179,5.4046,0.0277,0.0891,True,,3
20260627_024254,h=0.5,550209.0,550209.0,0.0,0.7452,0.0314,2.9117,10.2,60.0,"(32, 12)",40.0,64_128_4096,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.6085,0.9883,-0.0589,0.7411,0.0314,2.8873,0.7378,0.1398,1.6127,0.0192,5.4239,0.0303,0.2209,True,,3
20260627_024254,h=0.5,25313.0,25313.0,0.0,1.0595,0.6365,2.1744,10.12,60.0,"(32, 12)",40.0,512_32_32,custom,gelu,0.7,0.2,0.1,cuda,Adam,"{'lr': 0.000334, 'betas': (0.9, 0.999), 'eps': 1e-08, 'weight_decay': 0, 'amsgrad': False, 'maximize': False, 'foreach': None, 'capturable': False, 'differentiable': False, 'fused': None, 'decoupled_weight_decay': False, 'initial_lr': 0.001}",MSELoss,True,0.4448,0.7629,0.1787,1.051,0.6382,2.2395,0.8158,0.589,1.1452,0.0421,4.9697,0.0612,0.4225,True,,3
